author,title,sentence,sentence_nr,words,kind
"Twain, Mark",Adventures of Huckleberry Finn,They all asked me questions and I told them how pap and me and all the family was living on a little farm down at the bottom of Arkansaw and my sister Mary Ann run off and got married and never was heard of no more and Bill went to hunt them and he warnt heard of no more and Tom and Mort died and then there warnt nobody but just me and pap left and he was just trimmed down to nothing on account of his troubles so when he died I took what there was left because the farm didnt belong to us and started up the river deck passage and fell overboard and that was how I come to be here,6649,Arkansaw,location
"Twain, Mark",Adventures of Huckleberry Finn,There was a couple of big wildturkeywing fans spread out behind those things,6671,Turkey,location
"Twain, Mark",Adventures of Huckleberry Finn,It come all the way from Philadelphia they said,6674,Philadelphia,location
"Twain, Mark",Adventures of Huckleberry Finn,They had pictures hung on the wallsmainly Washingtons and Lafayettes and battles and Highland Marys and one called Signing the Declaration,6684,Washington,location
"Twain, Mark",Adventures of Huckleberry Finn,There was a little old piano too that had tin pans in it I reckon and nothing was ever so lovely as to hear the young ladies sing The Last Link is Broken  and play The Battle of Prague on it,6723,Prague,location
"Twain, Mark",Adventures of Huckleberry Finn,They dressed in white linen from head to foot like the old gentleman and wore broad Panama hats,6746,Panama,location
"Twain, Mark",Adventures of Huckleberry Finn,He says Laws bless you chile I uz right down sho yous dead agin,6940,Chile,location
"Twain, Mark",Adventures of Huckleberry Finn,I never felt easy till the raft was two mile below there and out in the middle of the Mississippi,6944,Mississippi,location
"Twain, Mark",Adventures of Huckleberry Finn,Yes gentlemen you see before you in blue jeans and misery the wanderin exiled trampledon and sufferin rightful King of France,7055,France,location
"Twain, Mark",Adventures of Huckleberry Finn,I had to account for things some way so I says My folks was living in Pike County in Missouri where I was born and they all died off but me and pa and my brother Ike,7077,Missouri,location
"Twain, Mark",Adventures of Huckleberry Finn,I had to account for things some way so I says My folks was living in Pike County in Missouri where I was born and they all died off but me and pa and my brother Ike,7077,Pike County,location
"Twain, Mark",Adventures of Huckleberry Finn,One bill said The celebrated Dr Armand de Montalban of Paris would lecture on the Science of Phrenology at such and such a place on the blank day of blank at ten cents admission and furnish charts of character at twentyfive cents apiece,7116,Paris,location
"Twain, Mark",Adventures of Huckleberry Finn,In another bill he was the worldrenowned Shakespearian tragedian Garrick the Younger of Drury Lane London,7118,London,location
"Twain, Mark",Adventures of Huckleberry Finn,The first good town we come to well hire a hall and do the sword fight in Richard III and the balcony scene in Romeo and Juliet,7123,Rome,location
"Twain, Mark",Adventures of Huckleberry Finn,So the duke he told him all about who Romeo was and who Juliet was and said he was used to being Romeo so the king could be Juliet,7129,Rome,location
"Twain, Mark",Adventures of Huckleberry Finn,He told them he was a piratebeen a pirate for thirty years out in the Indian Oceanand his crew was thinned out considerable last spring in a fight and he was home now to take out some fresh men and thanks to goodness hed been robbed last night and put ashore off of a steamboat without a cent and he was glad of it it was the blessedest thing that ever happened to him because he was a changed man now and happy for the first time in his life and poor as he was he was going to start right off and work his way back to the Indian Ocean and put in the rest of his life trying to turn the pirates into the true path for he could do it better than anybody else being acquainted with all pirate crews in that ocean and though it would take him a long time to get there without money he would get there anyway and every time he convinced a pirate he would say to him Dont you thank me dont you give me no credit it all belongs to them dear people in Pokeville campmeeting natural brothers and benefactors of the race and that dear preacher there the truest friend a pirate ever had,7173,India,location
"Twain, Mark",Adventures of Huckleberry Finn,So the king went all through the crowd with his hat swabbing his eyes and blessing the people and praising them and thanking them for being so good to the poor pirates away off there and every little while the prettiest kind of girls with the tears running down their cheeks would up and ask him would he let them kiss him for to remember him by and he always done it and some of them he hugged and kissed as many as five or six timesand he was invited to stay a week and everybody wanted him to live in their houses and said theyd think it was an honor but he said as this was the last day of the campmeeting he couldnt do no good and besides he was in a sweat to get to the Indian Ocean right off and go to work on the pirates,7178,India,location
"Twain, Mark",Adventures of Huckleberry Finn,He said it warnt no use talking heathens dont amount to shucks alongside of pirates to work a campmeeting with,7182,Athens,location
"Twain, Mark",Adventures of Huckleberry Finn,It said he run away from St Jacques plantation forty mile below New Orleans last winter and likely went north and whoever would catch him and send him back he could have the reward and expenses,7192,New Orleans,location
"Twain, Mark",Adventures of Huckleberry Finn,After breakfast the king he took a seat on the corner of the raft and pulled off his boots and rolled up his britches and let his legs dangle in the water so as to be comfortable and lit his pipe and went to getting his Romeo and Juliet by heart,7209,Rome,location
"Twain, Mark",Adventures of Huckleberry Finn,The duke had to learn him over and over again how to say every speech and he made him sigh and put his hand on his heart and after a while he said he done it pretty well only he says you mustnt bellow out  Romeo  that way like a bullyou must say it soft and sick and languishy soRoomeo that is the idea for Juliets a dear sweet mere child of a girl you know and she doesnt bray like a jackass,7211,Rome,location
"Twain, Mark",Adventures of Huckleberry Finn,One morning when we was pretty well down the State of Arkansaw we come in sight of a little onehorse town in a big bend so we tied up about threequarters of a mile above it in the mouth of a crick which was shut in like a tunnel by the cypress trees and all of us but Jim took the canoe and went down there to see if there was any chance in that place for our show,7240,Arkansaw,location
"Twain, Mark",Adventures of Huckleberry Finn,The world renowned tragedians David Garrick the younger of Drury Lane Theatre London and Edmund Kean the elder of the Royal Haymarket Theatre Whitechapel Pudding Lane Piccadilly London and the Royal Continental Theatres in their sublime Shaksperean Spectacle entitled The Balcony Scene in Romeo and Juliet Romeo,7246,Rome,location
"Twain, Mark",Adventures of Huckleberry Finn,The world renowned tragedians David Garrick the younger of Drury Lane Theatre London and Edmund Kean the elder of the Royal Haymarket Theatre Whitechapel Pudding Lane Piccadilly London and the Royal Continental Theatres in their sublime Shaksperean Spectacle entitled The Balcony Scene in Romeo and Juliet Romeo,7246,London,location
"Twain, Mark",Adventures of Huckleberry Finn,Richmond,7254,Richmond,location
"Twain, Mark",Adventures of Huckleberry Finn,By the Illustrious Kean Done by him 300 consecutive nights in Paris,7257,Paris,location
"Twain, Mark",Adventures of Huckleberry Finn,For One Night Only On account of imperative European engagements,7258,Europe,location
"Twain, Mark",Adventures of Huckleberry Finn,Hes the best naturedest old fool in Arkansawnever hurt nobody drunk nor sober,7311,Arkansaw,location
"Twain, Mark",Adventures of Huckleberry Finn,It was the splendidest sight that ever was when they all come riding in two and two a gentleman and lady side by side the men just in their drawers and undershirts and no shoes nor stirrups and resting their hands on their thighs easy and comfortablethere must a been twenty of themand every lady with a lovely complexion and perfectly beautiful and looking just like a gang of real sureenough queens and dressed in clothes that cost millions of dollars and just littered with diamonds,7410,Queens,location
